system,sr_no,id,code,term,short_definition,long_definition,reference,ontology_branches
Ayurveda,1360,1418,EL-8.6,mUDhagarBa-upadravaH,"the disorder is characterized by garbhakōṣasaṅgaḥ [retention of sac], aparāsaṅgaḥ [retention of placenta], makkallaḥ [puerperal sepsis], yōnisaṁvr̥tiḥ/yōnisaṁvaraṇam [constriction of vaginal orifice], kukṣisaṁgaḥ [gripping in flanks]","the disorder is characterized by garbhakōṣasaṅgaḥ [retention of sac], aparāsaṅgaḥ [retention of placenta], makkallaḥ [puerperal sepsis], yōnisaṁvr̥tiḥ/yōnisaṁvaraṇam [constriction of vaginal orifice], kukṣisaṁgaḥ [gripping in flanks]",,
Ayurveda,1361,1419,EL-9 (SN1Y),sUtikArogaH,,,,
Ayurveda,1362,1420,SM9C (EL-9.1),makkallaH,"It is characterised by pain in the lower abdomen, back pain, retention of urine, fever and may be associated with vaginal discharge.","It is characterised by pain in the lower abdomen, back pain, retention of urine, fever and may be associated with vaginal discharge. This may be explained by: (a) Vitiated blood affecting the uterus.",,
Ayurveda,1363,1421,EM,manovahasrotovikAraH,,,,
Ayurveda,1364,1422,SR5E (EM-1),manovahasrotoduShTiH,"It is characterized by perversion of mind, intellect, consciousness, knowledge, memory, desire, manners, behaviour and conduct.","It is characterized by perversion of mind, intellect, consciousness, knowledge, memory, desire, manners, behaviour and conduct. This may be explained by derangement of channels (functional or anatomical or both) aiding mental functions.",,
Ayurveda,1365,1423,SQ03 (EM-2),unmAdaH,"It is characterised by confused state of mind, change in behaviour, irritability, loss of intelligence,.","It is characterised by confused state of mind, change in behaviour, irritability, loss of intelligence,. This may be explained by: (a) Caused by the aggravated dosha vitiating the sense organs, mind and intellect.",,
Ayurveda,1366,1424,EM-2.1,unmAda-pUrvarUpam,,,,
Ayurveda,1367,1425,EM-2.2,vAtaja-unmAdaH,,,,
Ayurveda,1368,1426,SQ41 (EM-2.3),pittaja-unmAdaH,"It is characterised by violent behaviour, pacing, intentional loneliness, unwarranted suspicion dryness of tongue along with emaciation and non-healing ulcers of calf muscles.","It is characterised by violent behaviour, pacing, intentional loneliness, unwarranted suspicion dryness of tongue along with emaciation and non-healing ulcers of calf muscles. This may be explained by: (a) Vitiation of pitta, rajoguna.",,
Ayurveda,1369,1427,SQ04 (EM-2.4),kaPaja-unmAdaH,"It is characterised by mental confusion, fear, sadness, depression, may be associated with altered sleep patterns.","It is characterised by mental confusion, fear, sadness, depression, may be associated with altered sleep patterns. This may be explained by: (a) Grief causing vitiation of the vata, kapha leading to the depression of mental faculty.",,
Ayurveda,1370,1428,EM-2.5,sannipAtaja-unmAdaH,"the disorder is characterized by tridōṣaliṁgasannipātē/ sarvāṇi rupāṇi bibharti/ sarvāyatanasaṁsthānasannipātē [clinical features of all three types], []","the disorder is characterized by tridōṣaliṁgasannipātē/ sarvāṇi rupāṇi bibharti/ sarvāyatanasaṁsthānasannipātē [clinical features of all three types], []",,
Ayurveda,1371,1429,EM-2.6,Sokaja-unmAdaH,"the disorder is characterized by manōnugataṁ citraṁ jalpati/citraṁ bravīti manōऽnugataṁ [irrelevently portays the things as per his imagination], visañjñaḥ [improper perception/unconciousness], gāyatyathō [sings], hasati [laughs], rōditi/ akasmāt rōditi [cries/cries suddenly], mūḍhasañjñaḥ/ mūḍhaḥ [stupefied due to improper perception], pāṇḍu [pallor/pale], dīna [timid or apathy], muhurmuhyan [fainting repeatedly], hāhēti paridēvatē [weeps making sounds such ha, ha], mriyatē [dies], guṇān bahu manyatē [overestimate], śōkakliṣṭamanā [mind disturbed with sorrow], dhyāyan [thinking], jāgaruka [alert], vicēṣṭatē [does irrelelvant acts]","the disorder is characterized by manōnugataṁ citraṁ jalpati/citraṁ bravīti manōऽnugataṁ [irrelevently portays the things as per his imagination], visañjñaḥ [improper perception/unconciousness], gāyatyathō [sings], hasati [laughs], rōditi/ akasmāt rōditi [cries/cries suddenly], mūḍhasañjñaḥ/ mūḍhaḥ [stupefied due to improper perception], pāṇḍu [pallor/pale], dīna [timid or apathy], muhurmuhyan [fainting repeatedly], hāhēti paridēvatē [weeps making sounds such ha, ha], mriyatē [dies], guṇān bahu manyatē [overestimate], śōkakliṣṭamanā [mind disturbed with sorrow], dhyāyan [thinking], jāgaruka [alert], vicēṣṭatē [does irrelelvant acts]",,
Ayurveda,1372,1430,EM-2.7,viShaja-unmAdaH,"the disorder is characterized by rakta akṣi [blood shot eyes], hatabalaḥ [loss of strength], hatēndriyaḥ [loss of functioning of sensory and motor organs], hatabhāḥ [loss of lusture], sudīnaḥ [withered appearance], śyāvānanaḥ [blackish dis colouration of face], śyāva vadana [blackish dis colouration of face], naṣṭa chāyā [loss of lustre/charm], naṣṭa bala [loss of strength], naṣṭa īndriya [loss of functioning of sensory and motor organs], vēgāntara sambhrānta [confusion state (while poison has produced another episode)]","the disorder is characterized by rakta akṣi [blood shot eyes], hatabalaḥ [loss of strength], hatēndriyaḥ [loss of functioning of sensory and motor organs], hatabhāḥ [loss of lusture], sudīnaḥ [withered appearance], śyāvānanaḥ [blackish dis colouration of face], śyāva vadana [blackish dis colouration of face], naṣṭa chāyā [loss of lustre/charm], naṣṭa bala [loss of strength], naṣṭa īndriya [loss of functioning of sensory and motor organs], vēgāntara sambhrānta [confusion state (while poison has produced another episode)]",,
Ayurveda,1373,1431,EM-2.8,Agantuja-unmAdaH,"the disorder is characterized by atyātmabalam [extra will power or power of spirituality], atyātmavīryam [extra will power or power of spirituality], atyātmapauruṣam [extra ability to perform hard tasks], atyātmaparākramaḥ [extra bravary], atyātmagrahaṇam [extra good preception of knowledge], atyātmadhāraṇam [extra self abstinence], atyātmasmaraṇam [extraorinary memorizing capacity], atyātmajñānam [extra spiritual understanding], atyātmavacanam [extra self suggestive talks], atyātmavijñānam [extra spiritual understanding], aniyata unmādakāla [invariable/unpredictable timing of insanity episode], amartyavāk [speaking more effectively than human capacity], amartyavikramaḥ [having ability to perform tasks more than normal human capacity], amartyavīryaḥ [having vitality and ability more than a normal human being], amartyacēṣṭā [performing acts beyond normal human capacity], amartyajñānam [having extraordinary knowledge than normal human being], amartyavijñānam [having extraordinary knowledge than normal human being], amartyabalam [having extra strength than normal human being], balakṣaya [loss of physical strength or weakness], hiṁsā icchā [fond of torturing others], nr̥śaṁsa [cruel], uṣṇa [hotness]","the disorder is characterized by atyātmabalam [extra will power or power of spirituality], atyātmavīryam [extra will power or power of spirituality], atyātmapauruṣam [extra ability to perform hard tasks], atyātmaparākramaḥ [extra bravary], atyātmagrahaṇam [extra good preception of knowledge], atyātmadhāraṇam [extra self abstinence], atyātmasmaraṇam [extraorinary memorizing capacity], atyātmajñānam [extra spiritual understanding], atyātmavacanam [extra self suggestive talks], atyātmavijñānam [extra spiritual understanding], aniyata unmādakāla [invariable/unpredictable timing of insanity episode], amartyavāk [speaking more effectively than human capacity], amartyavikramaḥ [having ability to perform tasks more than normal human capacity], amartyavīryaḥ [having vitality and ability more than a normal human being], amartyacēṣṭā [performing acts beyond normal human capacity], amartyajñānam [having extraordinary knowledge than normal human being], amartyavijñānam [having extraordinary knowledge than normal human being], amartyabalam [having extra strength than normal human being], balakṣaya [loss of physical strength or weakness], hiṁsā icchā [fond of torturing others], nr̥śaṁsa [cruel], uṣṇa [hotness]",,
Ayurveda,1374,1432,EM-2.8.1,AgantukonmAda pUrvarupa,"the disorder is characterized by dēva hiṁsārucitvaṁ [desire for inflicting injury upon gods], gō hiṁsārucitvaṁ [desire for inflicting injury upon cows], brāhmaṇa hiṁsārucitvaṁ [desire for inflicting injury upon brāhmaṇa (noble man)], tapasvināṁ hiṁsārucitvaṁ [desire for inflicting injury upon ascetics], kōpanatvaṁ [anger/irritability], nr̥śaṁsābhiprāyatā [liking for violant work], aratiḥ [distress/dicontent/restlessness], ōjōpataptiḥ [impairement of ōjas (vitality)], varṇamupataptiḥ [impairement of colour], chāyāmupataptiḥ [impairement of complexion], balamupataptiḥ [impairement of physical strength], vapuṣāmupataptiḥ [impairement of beauty], svapnē dēvādibhirabhibhartsanam [abuse and incitement by the gods in dreams]","the disorder is characterized by dēva hiṁsārucitvaṁ [desire for inflicting injury upon gods], gō hiṁsārucitvaṁ [desire for inflicting injury upon cows], brāhmaṇa hiṁsārucitvaṁ [desire for inflicting injury upon brāhmaṇa (noble man)], tapasvināṁ hiṁsārucitvaṁ [desire for inflicting injury upon ascetics], kōpanatvaṁ [anger/irritability], nr̥śaṁsābhiprāyatā [liking for violant work], aratiḥ [distress/dicontent/restlessness], ōjōpataptiḥ [impairement of ōjas (vitality)], varṇamupataptiḥ [impairement of colour], chāyāmupataptiḥ [impairement of complexion], balamupataptiḥ [impairement of physical strength], vapuṣāmupataptiḥ [impairement of beauty], svapnē dēvādibhirabhibhartsanam [abuse and incitement by the gods in dreams]",,
Ayurveda,1375,1433,EM-2.8.2,devonmAdaH/devaSatrujuShTonmAdaH,"the disorder is characterized by gambhīra [serious/deep], adhr̥ṣyam [unassailable], akōpanam [not getting angry], asvapna [insomnia/sleeplessness], abhōjanabhilāṣiṇam [disliking towards food/meals], alpasvēdam [scanty sweating], alpamūtra [oliguria], alpapurīṣa [less quantity of stool], alpavātam [less quantity of flatus], śubhagandhaṁ [auspicious fragrance], phullpadmavadanamiti [face like that of completely developed lotus flower], saṁtuṣṭaḥ [contented/satisfied], śuciḥ [purity of body/thought/words/deeds], atidivyamālyagandhaḥ [smells strong and divine fragrance of flowers], nistandraḥ [alert], avitatha-prabhāṣaṇam [truthfull speaking], saṁskr̥ta-prabhāṣaṇam [sanskrit conversation], tējasvī [glows radiance], sthiranayanaḥ [steady /stable eyes], varapradātāḥ [the person who delivers boon], brahmiṇyaḥ (bhavati) [respect brahmina]","the disorder is characterized by gambhīra [serious/deep], adhr̥ṣyam [unassailable], akōpanam [not getting angry], asvapna [insomnia/sleeplessness], abhōjanabhilāṣiṇam [disliking towards food/meals], alpasvēdam [scanty sweating], alpamūtra [oliguria], alpapurīṣa [less quantity of stool], alpavātam [less quantity of flatus], śubhagandhaṁ [auspicious fragrance], phullpadmavadanamiti [face like that of completely developed lotus flower], saṁtuṣṭaḥ [contented/satisfied], śuciḥ [purity of body/thought/words/deeds], atidivyamālyagandhaḥ [smells strong and divine fragrance of flowers], nistandraḥ [alert], avitatha-prabhāṣaṇam [truthfull speaking], saṁskr̥ta-prabhāṣaṇam [sanskrit conversation], tējasvī [glows radiance], sthiranayanaḥ [steady /stable eyes], varapradātāḥ [the person who delivers boon], brahmiṇyaḥ (bhavati) [respect brahmina]",,
Ayurveda,1376,1434,EM-2.8.3,guruSAponmAdaH,"the disorder is characterized by guru abhiśāpānurupacēṣṭā [behaviour in concurrence to curse by respectables], guru abhicārānurupacēṣṭā [behaviour in concurrence to by respectables], guru abhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by respectables], vr̥ddha abhiśāpānurupacēṣṭā [behaviour in concurrence to curse by senior respectables], vr̥ddha abhicārānurupacēṣṭā [behaviour in concurrence to by senior respectables], vr̥ddha abhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by senior respectables], siddharṣīṇāmabhiśāpānurupacēṣṭā [behaviour in concurrence to curse by gifted saints], siddharṣīṇāmabhicārānurupacēṣṭā [behaviour in concurrence with that of gifted saints], siddharṣīṇāmabhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by gifted saints], guru abhiśāpānurupa āhāra [diet in concurrance with curse by the respectables], guru abhicārānurupa āhāra [diet in concurrance with by the respectables], guru abhidhyānānurupa āhāra [diet in concurrance with thinkingsby the respectables], vr̥ddha abhiśāpānurupa āhāra [diet in concurrance with curse by the senior respectables], vr̥ddha abhicārānurupa āhāra [diet in concurrance with by the senior respectables], vr̥ddha abhidhyānānurupa āhāra [diet in concurrance with thinkingsby the senior respectables], siddharṣīṇāmabhiśāpānurupa āhāra [diet in concurrance with curse by the gifted saints], siddharṣīṇāmabhicārānurupa āhāra [diet in concurrance with that of gifted saints], siddharṣīṇāmabhidhyānānurupa āhāra [diet in concurrance with thinkingsby the by the gifted saints], guru abhiśāpānurupa vyāhāra [speaks in concurrence with curse of respectables], guru abhicārānurupa vyāhāra [speaks in concurrence with of respectables], guru abhidhyānānurupa vyāhāra [sepaks in concurrence with thinkings of respectables], vr̥ddha abhiśāpānurupa vyāhāra [sepaks in concurrence with curse of senior respectables], vr̥ddha abhicārānurupa vyāhāra [behaviour in concurrence with of senior respectables], vr̥ddha abhidhyānānurupa vyāhāra [speaks in concurrence with thinkings of senior respectables], siddharṣīṇāmabhiśāpānurupa vyāhāra [speaks in concurrence with curse of gifted saints], siddharṣīṇāmabhicārānurupa vyāhāra [speaks in concurrence with that of gifted saints], siddharṣīṇāmabhidhyānānurupa vyāhāra [speaks in concurrence with thinkings of gifted saints]","the disorder is characterized by guru abhiśāpānurupacēṣṭā [behaviour in concurrence to curse by respectables], guru abhicārānurupacēṣṭā [behaviour in concurrence to by respectables], guru abhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by respectables], vr̥ddha abhiśāpānurupacēṣṭā [behaviour in concurrence to curse by senior respectables], vr̥ddha abhicārānurupacēṣṭā [behaviour in concurrence to by senior respectables], vr̥ddha abhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by senior respectables], siddharṣīṇāmabhiśāpānurupacēṣṭā [behaviour in concurrence to curse by gifted saints], siddharṣīṇāmabhicārānurupacēṣṭā [behaviour in concurrence with that of gifted saints], siddharṣīṇāmabhidhyānānurupacēṣṭā [behaviour in concurrence to thinkings by gifted saints], guru abhiśāpānurupa āhāra [diet in concurrance with curse by the respectables], guru abhicārānurupa āhāra [diet in concurrance with by the respectables], guru abhidhyānānurupa āhāra [diet in concurrance with thinkingsby the respectables], vr̥ddha abhiśāpānurupa āhāra [diet in concurrance with curse by the senior respectables], vr̥ddha abhicārānurupa āhāra [diet in concurrance with by the senior respectables], vr̥ddha abhidhyānānurupa āhāra [diet in concurrance with thinkingsby the senior respectables], siddharṣīṇāmabhiśāpānurupa āhāra [diet in concurrance with curse by the gifted saints], siddharṣīṇāmabhicārānurupa āhāra [diet in concurrance with that of gifted saints], siddharṣīṇāmabhidhyānānurupa āhāra [diet in concurrance with thinkingsby the by the gifted saints], guru abhiśāpānurupa vyāhāra [speaks in concurrence with curse of respectables], guru abhicārānurupa vyāhāra [speaks in concurrence with of respectables], guru abhidhyānānurupa vyāhāra [sepaks in concurrence with thinkings of respectables], vr̥ddha abhiśāpānurupa vyāhāra [sepaks in concurrence with curse of senior respectables], vr̥ddha abhicārānurupa vyāhāra [behaviour in concurrence with of senior respectables], vr̥ddha abhidhyānānurupa vyāhāra [speaks in concurrence with thinkings of senior respectables], siddharṣīṇāmabhiśāpānurupa vyāhāra [speaks in concurrence with curse of gifted saints], siddharṣīṇāmabhicārānurupa vyāhāra [speaks in concurrence with that of gifted saints], siddharṣīṇāmabhidhyānānurupa vyāhāra [speaks in concurrence with thinkings of gifted saints]",,
Ayurveda,1377,1435,EM-2.8.4,siddhonmAdaH,,,,
Ayurveda,1378,1436,EM-2.8.5,pitRu-unmAdaH,"the disorder is characterized by aprasannadr̥ṣṭi [person with sorrow in his eyes], apśyantaṁ [not looking towards], nidrālu [sleepy], pratihatavāca [person whose speech is hampered/stopped], anānnābhilāṣā [disinclination for food], arōcakaḥ [tastelessness], avipāka [indigestion], saṁstarēṣu prētānāṁ piṇḍān diśati [offers oblations to the ancestors soul], śāntātmā [calm temperament], apasavyavastram [keeping cloth on the right shoulder], māṁsēpsuḥ [fond of meat], tilābhikāmaḥ [fond of tila (sesame seeds)], guḍābhikāmaḥ [fond of jaggery], pāyasābhikāmaḥ [fond of milk pudding], tadbhaktō bhavati [praises forefathers]","the disorder is characterized by aprasannadr̥ṣṭi [person with sorrow in his eyes], apśyantaṁ [not looking towards], nidrālu [sleepy], pratihatavāca [person whose speech is hampered/stopped], anānnābhilāṣā [disinclination for food], arōcakaḥ [tastelessness], avipāka [indigestion], saṁstarēṣu prētānāṁ piṇḍān diśati [offers oblations to the ancestors soul], śāntātmā [calm temperament], apasavyavastram [keeping cloth on the right shoulder], māṁsēpsuḥ [fond of meat], tilābhikāmaḥ [fond of tila (sesame seeds)], guḍābhikāmaḥ [fond of jaggery], pāyasābhikāmaḥ [fond of milk pudding], tadbhaktō bhavati [praises forefathers]",,
Ayurveda,1379,1437,EM-2.8.6,gandharvonmAdaH,"the disorder is characterized by mukhavādyaratiṁ [fond of instruments], nr̥tyaratiṁ [fond of dancing], gītaratiṁ [fond of singing], annaratiṁ [fond of various foods], pānaratiṁ [fond of drinking], snānaratiṁ [fond of bathing], mālyaratiṁ [fond of flowers], dhūparatiṁ [fond of holy fumes], gandharatiṁ [fond of perfumes], raktavastrapriya [person who likes red coloured clothes], balikarmapriya [person who like religious sacrificing procedure], hāsyakathāpriya [fond of comic stories], anuyōgapriya [spiritual], śubhagandhapriya [fond of holy fragrances], hr̥ṣṭātmā [happy soul], pulina upasēvanam [visiting river side], svācāraḥ [has good manners], parigīta priya [is over-fond of music], gandha priya [fond of fragrance], mālyaḥ priya [fond of flowers], nr̥tyan [dancing], prahasati [smiles], cāru śabdam [good beautiful words], alpaśabdam [less words], vanāntarōpasēvanam [visiting another forests/gardens]","the disorder is characterized by mukhavādyaratiṁ [fond of instruments], nr̥tyaratiṁ [fond of dancing], gītaratiṁ [fond of singing], annaratiṁ [fond of various foods], pānaratiṁ [fond of drinking], snānaratiṁ [fond of bathing], mālyaratiṁ [fond of flowers], dhūparatiṁ [fond of holy fumes], gandharatiṁ [fond of perfumes], raktavastrapriya [person who likes red coloured clothes], balikarmapriya [person who like religious sacrificing procedure], hāsyakathāpriya [fond of comic stories], anuyōgapriya [spiritual], śubhagandhapriya [fond of holy fragrances], hr̥ṣṭātmā [happy soul], pulina upasēvanam [visiting river side], svācāraḥ [has good manners], parigīta priya [is over-fond of music], gandha priya [fond of fragrance], mālyaḥ priya [fond of flowers], nr̥tyan [dancing], prahasati [smiles], cāru śabdam [good beautiful words], alpaśabdam [less words], vanāntarōpasēvanam [visiting another forests/gardens]",,
Ayurveda,1380,1438,EM-2.8.7,yakShonmAdaH,"the disorder is characterized by asakr̥t svapna [continuous dreams], asakr̥t rōdana [continuous crying], asakr̥t hāsya [continuous laughing], nr̥tyaratiṁ [fond of dancing], gītaratiṁ [fond of singing], annaratiṁ [fond of various foods], pānaratiṁ [fond of drinking], snānaratiṁ [fond of bathing], mālyaratiṁ [fond of flowers], dhūparatiṁ [fond of holy fumes], gandharatiṁ [fond of perfumes], vādyaratiṁ [fond of musical instrument], pāṭharatiṁ [fond of reciting], kathāratiṁ [fond of stories or chatting], raktākṣa [reddish coloured eyes], viplutākṣa [confused dilated eyes], dvijāti parivādinaṁ [hates brahmaṇavaidya parivādinaṁ [hates vaidya], rahasyabhaṣiṇam [speaking secretly/revealing secrets], tāmrākṣaḥ [coppery redness of eyes], priyavastradhārī [person who wears his favourite garments], tanuvastradhārī [person who wears light (confortable) garments], raktavastradhārī [person who likes red coloured clothes], gambhīraḥ [serious in nature], drutagatiḥ [speedy/quick/swift gait], alpavāk [less talking], sahiṣṇuḥ [tolerant], tējasvī [looks majestic], kiṁ dadāmi kasmaiḥ vadati [keeps on enquiring what could he grant for whom]","the disorder is characterized by asakr̥t svapna [continuous dreams], asakr̥t rōdana [continuous crying], asakr̥t hāsya [continuous laughing], nr̥tyaratiṁ [fond of dancing], gītaratiṁ [fond of singing], annaratiṁ [fond of various foods], pānaratiṁ [fond of drinking], snānaratiṁ [fond of bathing], mālyaratiṁ [fond of flowers], dhūparatiṁ [fond of holy fumes], gandharatiṁ [fond of perfumes], vādyaratiṁ [fond of musical instrument], pāṭharatiṁ [fond of reciting], kathāratiṁ [fond of stories or chatting], raktākṣa [reddish coloured eyes], viplutākṣa [confused dilated eyes], dvijāti parivādinaṁ [hates brahmaṇavaidya parivādinaṁ [hates vaidya], rahasyabhaṣiṇam [speaking secretly/revealing secrets], tāmrākṣaḥ [coppery redness of eyes], priyavastradhārī [person who wears his favourite garments], tanuvastradhārī [person who wears light (confortable) garments], raktavastradhārī [person who likes red coloured clothes], gambhīraḥ [serious in nature], drutagatiḥ [speedy/quick/swift gait], alpavāk [less talking], sahiṣṇuḥ [tolerant], tējasvī [looks majestic], kiṁ dadāmi kasmaiḥ vadati [keeps on enquiring what could he grant for whom]",,
Ayurveda,1381,1439,EM-2.8.8,rAkShasonmAdaH,"the disorder is characterized by naṣṭanidrā [insomnia], annadvēṣi [person having aversion towards food], pānadvēṣi [person having aversion towards drinking anything], anāhārapyatibalinaṁ [strong enough even though stays without food], śastrābhilāṣiṇaṁ [willing to have weapon], śōṇitābhilāṣiṇaṁ [craving for blood], māṁsābhilāṣiṇaṁ [willing for meat], raktamālyābhilāṣiṇaṁ [fond of red garlands], saṁtarjakaṁ [blaming, scolding others], māṁsalipsuḥ [greedy for meat], asr̥glipsuḥ [greedy for blood], vividhasurāvikāra-lipsuḥ [greedy for various types of wines], nirlajjaḥ [excessively shameless], bhr̥śamatiniṣṭhuraḥ [very cruel], atiśūraḥ [very brave], krōdhāluḥ [short tempered], vipulabalaḥ [very strong], niśāvihārī [roams in the night], śaucadviḍ [aversion for cleanliness]","the disorder is characterized by naṣṭanidrā [insomnia], annadvēṣi [person having aversion towards food], pānadvēṣi [person having aversion towards drinking anything], anāhārapyatibalinaṁ [strong enough even though stays without food], śastrābhilāṣiṇaṁ [willing to have weapon], śōṇitābhilāṣiṇaṁ [craving for blood], māṁsābhilāṣiṇaṁ [willing for meat], raktamālyābhilāṣiṇaṁ [fond of red garlands], saṁtarjakaṁ [blaming, scolding others], māṁsalipsuḥ [greedy for meat], asr̥glipsuḥ [greedy for blood], vividhasurāvikāra-lipsuḥ [greedy for various types of wines], nirlajjaḥ [excessively shameless], bhr̥śamatiniṣṭhuraḥ [very cruel], atiśūraḥ [very brave], krōdhāluḥ [short tempered], vipulabalaḥ [very strong], niśāvihārī [roams in the night], śaucadviḍ [aversion for cleanliness]",,
Ayurveda,1382,1440,EM-2.8.9,brahmarAkShasonmAdaH,"the disorder is characterized by prahāsa pradhāna [excessive laughter], nr̥tya pradhāna [perfoms excess dance], dēvadvēṣa [haterd and disobedience to the gods], vipradvēṣa [haterd and disobedience towards brāhmaṇa (noble man)], vaidhyadvēṣa [haterd and disobedience towards doctors], dēva avajñā [disobedience towards god], vipra avajñā [disobedience towards brāhmaṇa (noble man)], vaidhya avajñā [disobedience towards doctor], stuti udāharaṇaḥ [recitation of illustrations from hymns], vēda udāharaṇaḥ [recitation of illustrations from the vēda], mantra udāharaṇaḥ [recitation of illustrations from mantra (incantations)], śāstrōdāharaṇaḥ [recitation of illustrations from other scriptures], kāṣṭhādibhirātmapīḍanēna [person injures himself by stick , etc.]","the disorder is characterized by prahāsa pradhāna [excessive laughter], nr̥tya pradhāna [perfoms excess dance], dēvadvēṣa [haterd and disobedience to the gods], vipradvēṣa [haterd and disobedience towards brāhmaṇa (noble man)], vaidhyadvēṣa [haterd and disobedience towards doctors], dēva avajñā [disobedience towards god], vipra avajñā [disobedience towards brāhmaṇa (noble man)], vaidhya avajñā [disobedience towards doctor], stuti udāharaṇaḥ [recitation of illustrations from hymns], vēda udāharaṇaḥ [recitation of illustrations from the vēda], mantra udāharaṇaḥ [recitation of illustrations from mantra (incantations)], śāstrōdāharaṇaḥ [recitation of illustrations from other scriptures], kāṣṭhādibhirātmapīḍanēna [person injures himself by stick , etc.]",,
Ayurveda,1383,1441,EM-2.8.10,piSAconmAdaH,"the disorder is characterized by asvasthacittaṁ [uneasiness in mind], sthānamalabhamānaṁ [complains of having no place to stay], nr̥tya [dancing], gīta [singing], hāsa [laughing], baddhapralāpa [incoherent speech], abaddhapralāpa [irrelevant talking], saṅkara adhirōhaṇaratiṁ [likes cilimbing over uneven places], kūṭa adhirōhaṇaratiṁ [likes entering in to caves], malinarathyādhirōhaṇaratiṁ [liking of riding on unclean vehicles], malina cēla adhirōhaṇaratiṁ [walking over dirty cloths], tr̥ṇa adhirōhaṇaratiṁ [climbing over heaps of grass], aśma adhirōhaṇaratiṁ [climbing over heaps of stones], kāṣṭhādhirōhaṇaratiṁ [climbing over heaps of wood], bhinna svara [hoarse voice], rukṣa svara [dry /rough voice], nagnaṁ [nude], vidhāvantaṁ [runs here and there], naikatra tiṣṭhantaṁ [does not stays on one place], duḥkhānyāvēdayantaṁ [always complains of his miseries before others], naṣṭasmr̥tiṁ [suffers from loss of memory], uddhastaḥ [raising up of hands], kr̥śa [emaciated/thin /malnourished], paruṣa [rough/dry], cirapralāpī [talking excess over a long period of time], bhr̥śaṁ durgandhō [very much bad odour], aśuci [unclean], atilōla [very greedy], bahvāśī [polyphagia], vijanavanāntarōpasēvī [living in another garden/forest which is devoid of people], vyācēṣṭan [behaving awkwardly], bhramati [roams around], rudana [crying]","the disorder is characterized by asvasthacittaṁ [uneasiness in mind], sthānamalabhamānaṁ [complains of having no place to stay], nr̥tya [dancing], gīta [singing], hāsa [laughing], baddhapralāpa [incoherent speech], abaddhapralāpa [irrelevant talking], saṅkara adhirōhaṇaratiṁ [likes cilimbing over uneven places], kūṭa adhirōhaṇaratiṁ [likes entering in to caves], malinarathyādhirōhaṇaratiṁ [liking of riding on unclean vehicles], malina cēla adhirōhaṇaratiṁ [walking over dirty cloths], tr̥ṇa adhirōhaṇaratiṁ [climbing over heaps of grass], aśma adhirōhaṇaratiṁ [climbing over heaps of stones], kāṣṭhādhirōhaṇaratiṁ [climbing over heaps of wood], bhinna svara [hoarse voice], rukṣa svara [dry /rough voice], nagnaṁ [nude], vidhāvantaṁ [runs here and there], naikatra tiṣṭhantaṁ [does not stays on one place], duḥkhānyāvēdayantaṁ [always complains of his miseries before others], naṣṭasmr̥tiṁ [suffers from loss of memory], uddhastaḥ [raising up of hands], kr̥śa [emaciated/thin /malnourished], paruṣa [rough/dry], cirapralāpī [talking excess over a long period of time], bhr̥śaṁ durgandhō [very much bad odour], aśuci [unclean], atilōla [very greedy], bahvāśī [polyphagia], vijanavanāntarōpasēvī [living in another garden/forest which is devoid of people], vyācēṣṭan [behaving awkwardly], bhramati [roams around], rudana [crying]",,
Ayurveda,1384,1442,EM-2.8.11,BujaMgonmAdaH,"the disorder is characterized by prasarati sarpavat [creeps on the ground like a snake], sr̥kkaṇyau vilihati jihvayā [licks both lateral corners of mouth with his tongue], krōdhāluḥ [short tempered], guḍa īpsuḥ [long for jaggery], madhu īpsuḥ [willing for honey], dugdha īpsuḥ [willing for milk], pāyasēpsuḥ [likes rice puddings]","the disorder is characterized by prasarati sarpavat [creeps on the ground like a snake], sr̥kkaṇyau vilihati jihvayā [licks both lateral corners of mouth with his tongue], krōdhāluḥ [short tempered], guḍa īpsuḥ [long for jaggery], madhu īpsuḥ [willing for honey], dugdha īpsuḥ [willing for milk], pāyasēpsuḥ [likes rice puddings]",,
Ayurveda,1385,1444,EM-2.8.12,kinnaronmAdaH,,,,
Ayurveda,1386,1445,EM-2.8.13,pretonmAdaH,,,,
Ayurveda,1387,1446,EM-2.8.14,adButonmAdaH,,,,
Ayurveda,1388,1447,EM-2.8.15,jalAdhidevatonmAdaH,,,,
Ayurveda,1389,1448,EM-2.8.16,kUShmANDonmAdaH,,,,
Ayurveda,1390,1449,EM-2.8.17,kRutyonmAdaH,,,,
Ayurveda,1391,1450,EM-2.8.18,vetAlonmAdaH,,,,
Ayurveda,1392,1451,EM-2.8.19,guhyakonmAdaH,,,,
